/home/workspace/CarND-Behavioral-Cloning-P3/fabianstraindata/jungle/IMG/center_2020_04_28_15_01_19_352.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/fabianstraindata/jungle/IMG/left_2020_04_28_15_01_19_352.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/fabianstraindata/jungle/IMG/right_2020_04_28_15_01_19_352.jpg,0,0,0,5.85261
/home/workspace/CarND-Behavioral-Cloning-P3/fabianstraindata/jungle/IMG/center_2020_04_28_15_01_19_433.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/fabianstraindata/jungle/IMG/left_2020_04_28_15_01_19_433.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/fabianstraindata/jungle/IMG/right_2020_04_28_15_01_19_433.jpg,0,0,0,5.745613
/home/workspace/CarND-Behavioral-Cloning-P3/fabianstraindata/jungle/IMG/center_2020_04_28_15_01_19_515.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/fabianstraindata/jungle/IMG/left_2020_04_28_15_01_19_515.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/fabianstraindata/jungle/IMG/right_2020_04_28_15_01_19_515.jpg,0,0,0,5.639348
/home/workspace/CarND-Behavioral-Cloning-P3/fabianstraindata/jungle/IMG/center_2020_04_28_15_01_19_593.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/fabianstraindata/jungle/IMG/left_2020_04_28_15_01_19_593.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/fabianstraindata/jungle/IMG/right_2020_04_28_15_01_19_593.jpg,0,0,0,5.533777
/home/workspace/CarND-Behavioral-Cloning-P3/fabianstraindata/jungle/IMG/center_2020_04_28_15_01_19_671.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/fabianstraindata/jungle/IMG/left_2020_04_28_15_01_19_671.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/fabianstraindata/jungle/IMG/right_2020_04_28_15_01_19_671.jpg,0,0,0,5.428844
/home/workspace/CarND-Behavioral-Cloning-P3/fabianstraindata/jungle/IMG/center_2020_04_28_15_01_19_748.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/fabianstraindata/jungle/IMG/left_2020_04_28_15_01_19_748.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/fabianstraindata/jungle/IMG/right_2020_04_28_15_01_19_748.jpg,0,0,0,5.331161
/home/workspace/CarND-Behavioral-Cloning-P3/fabianstraindata/jungle/IMG/center_2020_04_28_15_01_19_824.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/fabianstraindata/jungle/IMG/left_2020_04_28_15_01_19_824.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/fabianstraindata/jungle/IMG/right_2020_04_28_15_01_19_824.jpg,0,0,0,5.262221
/home/workspace/CarND-Behavioral-Cloning-P3/fabianstraindata/jungle/IMG/center_2020_04_28_15_01_19_900.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/fabianstraindata/jungle/IMG/left_2020_04_28_15_01_19_900.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/fabianstraindata/jungle/IMG/right_2020_04_28_15_01_19_900.jpg,0.2,0,0,5.186911
/home/workspace/CarND-Behavioral-Cloning-P3/fabianstraindata/jungle/IMG/center_2020_04_28_15_01_19_977.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/fabianstraindata/jungle/IMG/left_2020_04_28_15_01_19_977.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/fabianstraindata/jungle/IMG/right_2020_04_28_15_01_19_977.jpg,0.2166603,0,0,5.117071
/home/workspace/CarND-Behavioral-Cloning-P3/fabianstraindata/jungle/IMG/center_2020_04_28_15_01_20_050.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/fabianstraindata/jungle/IMG/left_2020_04_28_15_01_20_050.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/fabianstraindata/jungle/IMG/right_2020_04_28_15_01_20_050.jpg,0,0,0,5.06055
